--- Execution profile ---
Total samples       : 51403

          ns  percent  samples  top
     2000000    0.00%        2  net.minecraft.world.phys.Vec3.closerThan
     2000000    0.00%        2  io.netty.channel.ChannelOutboundBuffer.addMessage
     2000000    0.00%        2  net.minecraft.world.entity.ai.navigation.PathNavigation.trimPath
     2000000    0.00%        2  net.minecraft.world.entity.ai.behavior.GoToPotentialJobSite.tick
     2000000    0.00%        2  io.netty.handler.codec.MessageToByteEncoder.allocateBuffer
     2000000    0.00%        2  MemAllocator::mem_allocate_inside_tlab_slow
     2000000    0.00%        2  java.util.HashMap$KeyIterator.next
     2000000    0.00%        2  net.minecraft.world.entity.ai.behavior.InteractWith.lambda$of$5
     2000000    0.00%        2  strtol
     2000000    0.00%        2  net.minecraft.world.phys.Vec3.normalize
     2000000    0.00%        2  net.minecraft.world.entity.ai.control.Control.rotateTowards
     2000000    0.00%        2  java.util.HashMap$EntryIterator.<init>
     2000000    0.00%        2  net.minecraft.world.entity.ai.behavior.InteractWithDoor.lambda$create$3
     2000000    0.00%        2  net.minecraft.world.entity.ai.behavior.JumpOnBed.tick
     2000000    0.00%        2  PhaseCFG::replace_block_proj_ctrl
     2000000    0.00%        2  PhaseCFG::is_uncommon
     2000000    0.00%        2  net.minecraft.world.phys.shapes.EntityCollisionContext.getEntity
     2000000    0.00%        2  io.netty.channel.DefaultSelectStrategy.calculateStrategy
     2000000    0.00%        2  net.minecraft.world.entity.ai.goal.WrappedGoal.isInterruptable
     2000000    0.00%        2  Parse::do_call
     2000000    0.00%        2  io.papermc.paper.plugin.manager.PaperPluginManagerImpl.callEvent
     2000000    0.00%        2  Parse::can_not_compile_call_site
     2000000    0.00%        2  java.lang.Object.hashCode
     2000000    0.00%        2  Parse::build_exits
     2000000    0.00%        2  io.papermc.paper.pewpew.bench.PewpewBenchPlugin.refreshEffects
     2000000    0.00%        2  net.minecraft.world.entity.ai.behavior.Swim.checkExtraStartConditions
     2000000    0.00%        2  org.bukkit.craftbukkit.entity.CraftZombie.getHandle
     2000000    0.00%        2  java.lang.invoke.VarHandleLongs$FieldInstanceReadWrite.weakCompareAndSetRelease
     2000000    0.00%        2  java.lang.invoke.VarHandle.checkAccessModeThenIsDirect
     2000000    0.00%        2  java.lang.invoke.MethodHandle.invokeBasic
     2000000    0.00%        2  net.minecraft.world.entity.ai.goal.TemptGoal.shouldFollow
     2000000    0.00%        2  java.lang.String.equalsIgnoreCase
     2000000    0.00%        2  MergeMemNode::set_base_memory
     2000000    0.00%        2  net.minecraft.world.entity.ai.behavior.ShufflingList$$Lambda.0x00007f6051a59280.accept
     2000000    0.00%        2  net.minecraft.world.entity.ai.goal.target.NearestAttackableTargetGoal$$Lambda.0x00007f6051a73418.test
     2000000    0.00%        2  net.minecraft.world.entity.ai.behavior.YieldJobSite$$Lambda.0x00007f6051b2c280.trigger
     2000000    0.00%        2  org.bukkit.craftbukkit.scheduler.CraftScheduler.mainThreadHeartbeat
     2000000    0.00%        2  net.minecraft.world.entity.ai.behavior.ValidateNearbyPoi$$Lambda.0x00007f6051af0de8.apply
     2000000    0.00%        2  net.minecraft.world.entity.ai.goal.target.HurtByTargetGoal.canUse
     2000000    0.00%        2  java.lang.invoke.Invokers$Holder.linkToTargetMethod
     2000000    0.00%        2  net.minecraft.world.entity.ai.goal.WrappedGoal.tick
     2000000    0.00%        2  io.papermc.paper.persistence.PaperPersistentDataContainerView.<init>
     2000000    0.00%        2  org.bukkit.event.Event.callEvent
     2000000    0.00%        2  PCTableNode::pinned
     2000000    0.00%        2  io.papermc.paper.pewpew.AsyncSensorService$PendingLivingTask.apply
     2000000    0.00%        2  net.minecraft.world.entity.ai.goal.ZombieAttackGoal.tick
     2000000    0.00%        2  java.lang.ThreadLocal$ThreadLocalMap.set
     2000000    0.00%        2  net.minecraft.world.entity.ai.behavior.SetLookAndInteract.lambda$create$1
     2000000    0.00%        2  oop_arraycopy
     2000000    0.00%        2  net.minecraft.world.level.pathfinder.SnapshotPathFinder.getBestH
     2000000    0.00%        2  io.netty.util.DefaultAttributeMap.searchAttributeByKey
     2000000    0.00%        2  io.netty.util.Recycler$DefaultHandle.unguardedRecycle
     2000000    0.00%        2  org.apache.commons.lang3.mutable.MutableObject.setValue
     2000000    0.00%        2  MergeMemNode::Opcode
     2000000    0.00%        2  net.minecraft.world.entity.ai.behavior.SetEntityLookTargetSometimes$$Lambda.0x00007f6051a42988.apply
     2000000    0.00%        2  java.util.ArrayList$ArrayListSpliterator.getFence
     2000000    0.00%        2  io.netty.util.concurrent.SingleThreadEventExecutor.runAllTasks
     2000000    0.00%        2  Chunk::operator new
     2000000    0.00%        2  org.bukkit.Location.equals
     2000000    0.00%        2  net.minecraft.world.entity.ai.behavior.SetLookAndInteract$$Lambda.0x00007f6051b25600.trigger
     2000000    0.00%        2  io.netty.util.internal.shaded.org.jctools.queues.BaseMpscLinkedArrayQueue.poll
     2000000    0.00%        2  java.util.ArrayDeque.dec
     2000000    0.00%        2  io.netty.channel.ChannelOutboundBuffer.current
     2000000    0.00%        2  io.netty.util.internal.shaded.org.jctools.queues.BaseMpscLinkedArrayQueue.resize
     2000000    0.00%        2  CardTableBarrierSet::on_slowpath_allocation_exit
     2000000    0.00%        2  org.bukkit.craftbukkit.CraftWorld.getTileEntityCount
     2000000    0.00%        2  java.util.AbstractMap$SimpleEntry.getKey
     2000000    0.00%        2  Block_Stack::most_frequent_successor
     2000000    0.00%        2  BoolNode::Ideal
     2000000    0.00%        2  net.minecraft.world.entity.ai.goal.RestrictSunGoal.canUse
     2000000    0.00%        2  net.minecraft.world.entity.ai.behavior.SetWalkTargetAwayFrom$$Lambda.0x00007f6051b4ace0.trigger
     2000000    0.00%        2  OopMapStream::find_next
     2000000    0.00%        2  org.bukkit.craftbukkit.entity.CraftBat.getHandle
     2000000    0.00%        2  org.bukkit.craftbukkit.entity.CraftCod.getHandle
     2000000    0.00%        2  Parse::do_exits
     2000000    0.00%        2  org.bukkit.craftbukkit.entity.CraftEntityType.minecraftToBukkit
     2000000    0.00%        2  immIOper::constant
     2000000    0.00%        2  void OopOopIterateDispatch<G1CMOopClosure>::Table::oop_oop_iterate<TypeArrayKlass, narrowOop>
     2000000    0.00%        2  net.minecraft.world.entity.ai.village.poi.PoiManager$Occupancy$$Lambda.0x00007f6051a9f0b8.test
     2000000    0.00%        2  java.util.concurrent.ConcurrentHashMap.replaceNode
     2000000    0.00%        2  java.util.concurrent.ConcurrentHashMap.putVal
     2000000    0.00%        2  it.unimi.dsi.fastutil.objects.ObjectArrayList$1.<init>
     2000000    0.00%        2  PhaseChaitin::yank_if_dead_recurse
     2000000    0.00%        2  frame::entry_frame_is_first
     2000000    0.00%        2  MethodLiveness::BasicBlock::compute_gen_kill_single
     2000000    0.00%        2  net.minecraft.world.entity.ai.util.RandomPos.generateRandomPos
     2000000    0.00%        2  java.util.concurrent.ConcurrentHashMap.addCount
     2000000    0.00%        2  frame::interpreter_frame_bcp
     2000000    0.00%        2  it.unimi.dsi.fastutil.longs.Long2ObjectOpenHashMap$MapIterator.hasNext
     2000000    0.00%        2  java.util.TreeMap$ValueIterator.next
     2000000    0.00%        2  g1_post_barrier_slow
     2000000    0.00%        2  java.util.concurrent.ConcurrentLinkedQueue.peek
     2000000    0.00%        2  Node::destruct
     2000000    0.00%        2  java.util.TimSort.mergeHi
     2000000    0.00%        2  PhaseChaitin::use_prior_register
     2000000    0.00%        2  ConnectionGraph::add_fields_to_worklist
     2000000    0.00%        2  AddPNode::Value
     2000000    0.00%        2  net.minecraft.world.level.pathfinder.WalkNodeEvaluator.getClosedNode
     2000000    0.00%        2  java.util.Spliterators$ArraySpliterator.characteristics
     2000000    0.00%        2  net.minecraft.world.entity.ai.goal.MoveThroughVillageGoal.canUse
     2000000    0.00%        2  io.netty.buffer.AbstractByteBuf.discardMarks
     2000000    0.00%        2  PhaseChaitin::skip_copies
     2000000    0.00%        2  it.unimi.dsi.fastutil.longs.Long2ByteOpenHashMap.get
     2000000    0.00%        2  it.unimi.dsi.fastutil.ints.IntOpenHashSet.add
     2000000    0.00%        2  ConNode::make
     2000000    0.00%        2  net.minecraft.world.entity.ai.Brain.tick
     2000000    0.00%        2  CppVtables::is_valid_shared_method
     2000000    0.00%        2  java.util.concurrent.locks.ReentrantLock$Sync.lock
     2000000    0.00%        2  it.unimi.dsi.fastutil.objects.Object2IntFunctions$SynchronizedFunction.getInt
     2000000    0.00%        2  it.unimi.dsi.fastutil.objects.Object2IntOpenHashMap.getInt
     2000000    0.00%        2  net.minecraft.world.entity.ai.Brain.isEmptyCollection
     2000000    0.00%        2  AbstractInterpreter::bytecode_should_reexecute
     2000000    0.00%        2  net.minecraft.world.level.pathfinder.SnapshotPathNavigationRegion.getFluidState
     2000000    0.00%        2  net.minecraft.world.level.pathfinder.SnapshotPathNavigationRegion.getMinY
     2000000    0.00%        2  com.mojang.datafixers.kinds.IdF.get
     2000000    0.00%        2  com.mojang.datafixers.kinds.OptionalBox.unbox
     2000000    0.00%        2  java.util.concurrent.locks.AbstractOwnableSynchronizer.setExclusiveOwnerThread
     2000000    0.00%        2  AccessInternal::PostRuntimeDispatch<G1BarrierSet::AccessBarrier<2383974ul, G1BarrierSet>, (AccessInternal::BarrierType)1, 2383974ul>::oop_access_barrier
     2000000    0.00%        2  net.minecraft.world.level.pathfinder.SnapshotWalkNodeEvaluator.doesBlockHavePartialCollision
     2000000    0.00%        2  AccessInternal::PostRuntimeDispatch<G1BarrierSet::AccessBarrier<286822ul, G1BarrierSet>, (AccessInternal::BarrierType)3, 286822ul>::oop_access_barrier
     2000000    0.00%        2  it.unimi.dsi.fastutil.ints.Int2ObjectOpenHashMap.<init>
     2000000    0.00%        2  net.minecraft.world.entity.ai.goal.LeapAtTargetGoal.canUse
     2000000    0.00%        2  net.minecraft.world.level.pathfinder.SnapshotWalkNodeEvaluator.getCachedPathType
     2000000    0.00%        2  MethodLiveness::init_basic_blocks
     2000000    0.00%        2  java.util.concurrent.atomic.AtomicLong.getAndSet
     2000000    0.00%        2  AccessInternal::PostRuntimeDispatch<G1BarrierSet::AccessBarrier<548964ul, G1BarrierSet>, (AccessInternal::BarrierType)2, 548964ul>::oop_access_barrier
     2000000    0.00%        2  java.util.concurrent.atomic.AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl.compareAndSet
     2000000    0.00%        2  AccessInternal::PostRuntimeDispatch<G1BarrierSet::AccessBarrier<598116ul, G1BarrierSet>, (AccessInternal::BarrierType)2, 598116ul>::oop_access_barrier
     2000000    0.00%        2  net.minecraft.world.level.pathfinder.SnapshotWalkNodeEvaluator.getPathType
     2000000    0.00%        2  net.minecraft.world.entity.ai.attributes.AttributeInstance.calculateValue
     2000000    0.00%        2  net.minecraft.world.level.pathfinder.SnapshotWalkNodeEvaluator.getPathTypeWithinMobBB
     2000000    0.00%        2  PhaseConservativeCoalesce::copy_copy
     2000000    0.00%        2  deflate_precompute_huffman_header
     2000000    0.00%        2  java.util.concurrent.ConcurrentSkipListMap.baseHead
     2000000    0.00%        2  java.util.Optional.ofNullable
     2000000    0.00%        2  PhaseChaitin::lower_pressure
     2000000    0.00%        2  Node::is_block_proj
     2000000    0.00%        2  net.minecraft.world.entity.ai.goal.MoveTowardsTargetGoal.canUse
     2000000    0.00%        2  io.netty.buffer.PoolArena.incSmallAllocation
     2000000    0.00%        2  java.util.Optional.orElse
     2000000    0.00%        2  MemAllocator::Allocation::check_out_of_memory
     2000000    0.00%        2  Node::operator new
     2000000    0.00%        2  java.util.OptionalInt.ifPresent
     2000000    0.00%        2  java.util.Map.copyOf
     2000000    0.00%        2  net.minecraft.world.entity.ai.sensing.Sensing.hasLineOfSight
     2000000    0.00%        2  it.unimi.dsi.fastutil.objects.ObjectOpenHashSet.iterator
     2000000    0.00%        2  net.minecraft.world.entity.ai.sensing.TemptingSensor.doTick
     2000000    0.00%        2  net.minecraft.world.entity.ai.sensing.VillagerBabiesSensor.doTick
     2000000    0.00%        2  it.unimi.dsi.fastutil.ints.Int2ObjectOpenHashMap.clear
     2000000    0.00%        2  PhaseChaitin::raise_pressure
     2000000    0.00%        2  io.netty.buffer.AbstractByteBufAllocator.ioBuffer
     2000000    0.00%        2  it.unimi.dsi.fastutil.objects.ObjectOpenHashSet.add
     2000000    0.00%        2  net.minecraft.world.entity.ai.behavior.AcquirePoi.lambda$create$7
     2000000    0.00%        2  java.util.ImmutableCollections$MapN$MapNIterator.hasNext
     2000000    0.00%        2  net.minecraft.world.level.pathfinder.WalkNodeEvaluator.lambda$getCachedPathType$1
     2000000    0.00%        2  net.minecraft.world.entity.ai.control.SmoothSwimmingMoveControl.tick
     2000000    0.00%        2  times
     2000000    0.00%        2  net.minecraft.world.entity.ai.behavior.AnimalMakeLove.checkExtraStartConditions
     1000000    0.00%        1  net.minecraft.world.entity.raid.Raids.getNearbyRaid
     1000000    0.00%        1  net.minecraft.world.entity.item.ItemEntity$$Lambda.0x00007f6051a81800.test
     1000000    0.00%        1  Method::is_initializer
     1000000    0.00%        1  net.minecraft.world.entity.npc.Villager.inactiveTick
     1000000    0.00%        1  net.minecraft.world.entity.ai.goal.RandomLookAroundGoal.canContinueToUse
     1000000    0.00%        1  MachCallStaticJavaNode::ret_addr_offset
     1000000    0.00%        1  MachNode::emit_size
     1000000    0.00%        1  net.minecraft.world.entity.ai.goal.MeleeAttackGoal.<init>
     1000000    0.00%        1  net.minecraft.world.entity.npc.Villager.gossip
     1000000    0.00%        1  net.minecraft.world.entity.ai.goal.TemptGoal$$Lambda.0x00007f605133f210.test
     1000000    0.00%        1  net.minecraft.world.entity.ai.goal.TemptGoal.canUse
     1000000    0.00%        1  net.minecraft.world.entity.npc.Villager.assignProfessionWhenSpawned
     1000000    0.00%        1  net.minecraft.world.entity.ai.goal.WrappedGoal.isRunning
     1000000    0.00%        1  Method::bcp_from
     1000000    0.00%        1  MultiNode::hash
     1000000    0.00%        1  MoveResolver::resolve_mappings
     1000000    0.00%        1  MachCallNode::in_RegMask
     1000000    0.00%        1  net.minecraft.world.entity.monster.Zombie.tick
     1000000    0.00%        1  net.minecraft.world.entity.monster.ZombieVillager.convertsInWater
     1000000    0.00%        1  net.minecraft.world.entity.ai.goal.OcelotAttackGoal.canUse
     1000000    0.00%        1  net.minecraft.world.entity.player.Player.travel
     1000000    0.00%        1  net.minecraft.world.entity.ai.goal.WrappedGoal.stop
     1000000    0.00%        1  net.minecraft.world.entity.ai.goal.OfferFlowerGoal.canUse
     1000000    0.00%        1  net.minecraft.world.entity.ai.goal.PanicGoal.shouldPanic
     1000000    0.00%        1  net.minecraft.world.entity.raid.Raider$ObtainRaidLeaderBannerGoal.cannotPickUpBanner
     1000000    0.00%        1  net.minecraft.world.entity.player.Player.onClimbable
     1000000    0.00%        1  net.minecraft.world.entity.ai.goal.PanicGoal.<init>
     1000000    0.00%        1  net.minecraft.world.entity.raid.Raider$RaiderCelebration.canUse
     1000000    0.00%        1  net.minecraft.world.item.ItemStack.forEachModifier
     1000000    0.00%        1  net.minecraft.world.item.ItemStack.<init>
     1000000    0.00%        1  net.minecraft.world.entity.ai.goal.WrappedGoal.canBeReplacedBy
     1000000    0.00%        1  net.minecraft.world.item.ItemStack.getCount
     1000000    0.00%        1  ModINode::Opcode
     1000000    0.00%        1  net.minecraft.world.entity.player.Player.getAbilities
     1000000    0.00%        1  net.minecraft.world.inventory.TransientCraftingContainer.getItem
     1000000    0.00%        1  net.minecraft.world.entity.vehicle.OldMinecartBehavior.getPos
     1000000    0.00%        1  LoadNode::bottom_type
     1000000    0.00%        1  MethodData::profile_return
     1000000    0.00%        1  net.minecraft.world.entity.ai.goal.MoveToBlockGoal.canUse
     1000000    0.00%        1  net.minecraft.world.entity.ai.goal.MeleeAttackGoal.tick
     1000000    0.00%        1  net.minecraft.world.entity.vehicle.OldMinecartBehavior.pushAndPickupEntities
     1000000    0.00%        1  net.minecraft.world.entity.npc.VillagerProfession$$Lambda.0x00007f6050a6e390.test
     1000000    0.00%        1  net.minecraft.world.entity.vehicle.VehicleEntity.getHurtTime
     1000000    0.00%        1  net.minecraft.world.entity.npc.VillagerProfession.heldJobSite
     1000000    0.00%        1  net.minecraft.world.entity.npc.WanderingTraderSpawner.tick
     1000000    0.00%        1  net.minecraft.world.entity.ai.goal.MeleeAttackGoal.start
     1000000    0.00%        1  net.minecraft.world.entity.ai.goal.RangedAttackGoal.canUse
     1000000    0.00%        1  net.minecraft.world.entity.ai.goal.RandomStrollGoal.stop
     1000000    0.00%        1  MachNode::Expand
     1000000    0.00%        1  LoadNode::find_previous_arraycopy
     1000000    0.00%        1  net.minecraft.world.entity.ai.goal.RandomStrollGoal.start
     1000000    0.00%        1  net.minecraft.world.entity.ai.goal.RandomStrollGoal.canContinueToUse
     1000000    0.00%        1  MachNode::alignment_required
     1000000    0.00%        1  MachNode::Opcode
     1000000    0.00%        1  net.minecraft.world.inventory.AbstractContainerMenu.getCarried
     1000000    0.00%        1  net.minecraft.world.entity.ai.goal.RandomStandGoal.canUse
     1000000    0.00%        1  MachNode::cisc_RegMask
     1000000    0.00%        1  MachNode::compute_padding
     1000000    0.00%        1  net.minecraft.world.item.ItemCooldowns.tick
     1000000    0.00%        1  net.minecraft.world.item.Item.verifyComponentsAfterLoad
     1000000    0.00%        1  LoadNode::Value
     1000000    0.00%        1  MachCallJavaNode::in_RegMask
     1000000    0.00%        1  net.minecraft.world.entity.ai.goal.MoveTowardsTargetGoal.canContinueToUse
     1000000    0.00%        1  MergeMemNode::set_memory_at
     1000000    0.00%        1  net.minecraft.world.entity.player.Player.isPushedByFluid
     1000000    0.00%        1  net.minecraft.world.item.Item.getDamageSource
     1000000    0.00%        1  net.minecraft.world.entity.vehicle.AbstractMinecart.getCurrentBlockPosOrRailBelow
     1000000    0.00%        1  net.minecraft.world.entity.ai.goal.SwellGoal.canUse
     1000000    0.00%        1  net.minecraft.world.item.Item.builtInRegistryHolder
     1000000    0.00%        1  Method::is_constant_getter
     1000000    0.00%        1  net.minecraft.world.entity.npc.Villager.tick
     1000000    0.00%        1  net.minecraft.world.entity.ai.goal.RandomLookAroundGoal.start
     1000000    0.00%        1  net.minecraft.world.entity.ai.goal.MeleeAttackGoal.canContinueToUse
     1000000    0.00%        1  MachIdealNode::oper_input_base
     1000000    0.00%        1  LoadNode::make
     1000000    0.00%        1  net.minecraft.world.entity.npc.VillagerProfession$$Lambda.0x00007f6050a6d758.test
     1000000    0.00%        1  net.minecraft.world.entity.vehicle.MinecartBehavior.level
     1000000    0.00%        1  net.minecraft.world.entity.ai.goal.MeleeAttackGoal.requiresUpdateEveryTick
     1000000    0.00%        1  net.minecraft.world.entity.animal.Fox$FoxEatBerriesGoal.canUse
     1000000    0.00%        1  net.minecraft.world.entity.ai.sensing.TemptingSensor$$Lambda.0x00007f6051a670a8.<init>
     1000000    0.00%        1  net.minecraft.world.entity.animal.Fox$PerchAndSearchGoal.tick
     1000000    0.00%        1  net.minecraft.world.entity.animal.Fox$PerchAndSearchGoal.canContinueToUse
     1000000    0.00%        1  net.minecraft.world.entity.animal.Fox$FoxStrollThroughVillageGoal.canUse
     1000000    0.00%        1  net.minecraft.world.entity.ai.sensing.TemptingSensor$$Lambda.0x00007f6051a670a8.test
     1000000    0.00%        1  net.minecraft.world.entity.animal.Fox$FoxLookControl.tick
     1000000    0.00%        1  net.minecraft.world.entity.animal.Fox$FoxLookAtPlayerGoal.canUse
     1000000    0.00%        1  net.minecraft.world.entity.animal.Fox$FoxFloatGoal.canUse
     1000000    0.00%        1  net.minecraft.world.entity.animal.Fox$SeekShelterGoal.canUse
     1000000    0.00%        1  net.minecraft.world.entity.ai.sensing.VillagerBabiesSensor.getNearestVillagerBabies
     1000000    0.00%        1  net.minecraft.world.entity.ai.targeting.TargetingConditions.range
     1000000    0.00%        1  net.minecraft.world.entity.animal.Dolphin.handleAirSupply
     1000000    0.00%        1  net.minecraft.world.entity.animal.Dolphin$PlayWithItemsGoal.tick
     1000000    0.00%        1  net.minecraft.world.entity.animal.Dolphin$DolphinSwimWithPlayerGoal.canUse
     1000000    0.00%        1  MachSpillCopyNode::oper_input_base
     1000000    0.00%        1  Matcher::match_rule_supported
     1000000    0.00%        1  net.minecraft.world.entity.animal.Chicken.aiStep
     1000000    0.00%        1  net.minecraft.world.entity.animal.IronGolem.canSpawnSprintParticle
     1000000    0.00%        1  net.minecraft.world.entity.ai.sensing.Sensor.updateTargetingConditionRanges
     1000000    0.00%        1  Matcher::return_addr
     1000000    0.00%        1  Matcher::specialize_generic_vector_operands
     1000000    0.00%        1  net.minecraft.world.entity.ai.sensing.PlayerSensor$$Lambda.0x00007f6051aa1d40.test
     1000000    0.00%        1  net.minecraft.world.entity.ai.sensing.NearestItemSensor.doTick
     1000000    0.00%        1  net.minecraft.world.entity.animal.IronGolem.doHurtTarget
     1000000    0.00%        1  net.minecraft.world.entity.ai.sensing.NearestItemSensor$$Lambda.0x00007f6051aa2950.applyAsDouble
     1000000    0.00%        1  net.minecraft.world.entity.ai.sensing.GolemSensor.checkForNearbyGolem
     1000000    0.00%        1  net.minecraft.world.entity.animal.IronGolem.hurtServer
     1000000    0.00%        1  net.minecraft.world.entity.ai.sensing.GolemSensor$$Lambda.0x00007f6051b2d870.test
     1000000    0.00%        1  net.minecraft.world.entity.animal.Pig$$Lambda.0x00007f6051a8b500.test
     1000000    0.00%        1  net.minecraft.world.entity.ai.sensing.AxolotlAttackablesSensor.isMatchingEntity
     1000000    0.00%        1  net.minecraft.world.entity.animal.Pig.getControllingPassenger
     1000000    0.00%        1  net.minecraft.world.entity.animal.Rabbit.canSpawnSprintParticle
     1000000    0.00%        1  Matcher::find_shared_node
     1000000    0.00%        1  net.minecraft.world.entity.ai.village.poi.PoiRecord.hasSpace
     1000000    0.00%        1  MacroAssembler::movptr
     1000000    0.00%        1  net.minecraft.world.entity.ai.village.poi.PoiSection.getPoiRecord
     1000000    0.00%        1  Matcher::find_shared_visit
     1000000    0.00%        1  Matcher::ReduceInst_Interior
     1000000    0.00%        1  net.minecraft.world.entity.ai.village.poi.PoiType$$Lambda.0x00007f6050a6d9d0.test
     1000000    0.00%        1  Matcher::ReduceOper
     1000000    0.00%        1  net.minecraft.world.entity.ambient.Bat.checkFallDamage
     1000000    0.00%        1  Matcher::is_generic_vector
     1000000    0.00%        1  net.minecraft.world.entity.ambient.Bat.getAmbientSound
     1000000    0.00%        1  net.minecraft.world.entity.animal.AbstractFish$FishSwimGoal.canUse
     1000000    0.00%        1  net.minecraft.world.entity.ambient.Bat.getMovementEmission
     1000000    0.00%        1  net.minecraft.world.entity.animal.AbstractCow$$Lambda.0x00007f605133ef98.test
     1000000    0.00%        1  net.minecraft.world.entity.ambient.Bat.isFlapping
     1000000    0.00%        1  net.minecraft.world.entity.ambient.Bat.isResting
     1000000    0.00%        1  net.minecraft.world.entity.ambient.Bat.tick
     1000000    0.00%        1  net.minecraft.world.entity.animal.Rabbit.customServerAiStep
     1000000    0.00%        1  net.minecraft.world.entity.ai.village.poi.PoiManager.getOrLoad
     1000000    0.00%        1  net.minecraft.world.level.block.FenceGateBlock.getCollisionShape
     1000000    0.00%        1  net.minecraft.world.entity.ai.village.poi.PoiManager.get
     1000000    0.00%        1  net.minecraft.world.entity.ai.village.poi.PoiManager$$Lambda.0x00007f6051b23dc0.apply
     1000000    0.00%        1  MachTypeNode::bottom_type
     1000000    0.00%        1  net.minecraft.world.entity.animal.Bee$BeeAttackGoal.canUse
     1000000    0.00%        1  net.minecraft.world.entity.animal.Bee$BeeLookControl.tick
     1000000    0.00%        1  net.minecraft.world.entity.animal.Bee$BeePollinateGoal.findNearbyFlower
     1000000    0.00%        1  net.minecraft.world.entity.ai.util.RandomPos.generateRandomDirection
     1000000    0.00%        1  net.minecraft.world.entity.animal.Bee$BeeWanderGoal.canContinueToUse
     1000000    0.00%        1  net.minecraft.world.entity.animal.Bee.getRemainingPersistentAngerTime
     1000000    0.00%        1  net.minecraft.world.entity.animal.Cat$$Lambda.0x00007f6051b12598.test
     1000000    0.00%        1  net.minecraft.world.entity.animal.Cat$CatRelaxOnOwnerGoal.canUse
     1000000    0.00%        1  net.minecraft.world.entity.ai.util.RandomPos$$Lambda.0x00007f6051a5abf0.<init>
     1000000    0.00%        1  net.minecraft.world.entity.animal.Chicken$$Lambda.0x00007f6051a77a00.test
     1000000    0.00%        1  net.minecraft.world.entity.monster.AbstractSkeleton.rideTick
     1000000    0.00%        1  net.minecraft.world.entity.monster.EnderMan$EndermanTakeBlockGoal.canUse
     1000000    0.00%        1  net.minecraft.world.entity.monster.Drowned$DrownedTridentAttackGoal.canUse
     1000000    0.00%        1  net.minecraft.world.entity.ai.goal.target.NearestHealableRaiderTargetGoal.decrementCooldown
     1000000    0.00%        1  net.minecraft.world.entity.monster.Drowned$DrownedMoveControl.tick
     1000000    0.00%        1  net.minecraft.world.entity.ai.goal.target.NonTameRandomTargetGoal.canUse
     1000000    0.00%        1  net.minecraft.world.entity.monster.Creeper.tick
     1000000    0.00%        1  net.minecraft.world.entity.ai.goal.target.OwnerHurtByTargetGoal.canUse
     1000000    0.00%        1  net.minecraft.world.entity.ai.gossip.GossipContainer.decompress
     1000000    0.00%        1  net.minecraft.world.entity.monster.EnderMan.getCarriedBlock
     1000000    0.00%        1  net.minecraft.world.entity.ai.gossip.GossipContainer.selectGossipsForTransfer
     1000000    0.00%        1  MergeMemNode::hash
     1000000    0.00%        1  MachOper::operator new
     1000000    0.00%        1  net.minecraft.world.entity.ai.memory.ExpirableValue.of
     1000000    0.00%        1  MergeMemNode::bottom_type
     1000000    0.00%        1  MachProjNode::ideal_reg
     1000000    0.00%        1  net.minecraft.world.entity.ai.memory.WalkTarget.getCloseEnoughDist
     1000000    0.00%        1  net.minecraft.world.entity.animal.sheep.Sheep$$Lambda.0x00007f6051a875b0.test
     1000000    0.00%        1  net.minecraft.world.entity.monster.EnderMan.requiresCustomPersistence
     1000000    0.00%        1  net.minecraft.world.entity.monster.Monster.<init>
     1000000    0.00%        1  net.minecraft.world.entity.ai.goal.target.NearestHealableRaiderTargetGoal.canUse
     1000000    0.00%        1  MergeMemNode::iteration_setup
     1000000    0.00%        1  MachNode::operand_index
     1000000    0.00%        1  net.minecraft.world.entity.monster.Slime$$Lambda.0x00007f6051b44990.test
     1000000    0.00%        1  net.minecraft.world.entity.monster.Slime$SlimeFloatGoal.canUse
     1000000    0.00%        1  MergeMemNode::memory_at
     1000000    0.00%        1  net.minecraft.world.entity.monster.Spider.finalizeSpawn
     1000000    0.00%        1  net.minecraft.world.entity.monster.Spider.isClimbing
     1000000    0.00%        1  net.minecraft.world.entity.monster.Witch.aiStep
     1000000    0.00%        1  MachNode::oper_input_base
     1000000    0.00%        1  MachNode::in_RegMask
     1000000    0.00%        1  net.minecraft.world.entity.monster.Zombie.handleAttributes
     1000000    0.00%        1  net.minecraft.world.entity.ai.goal.target.DefendVillageTargetGoal.canUse
     1000000    0.00%        1  net.minecraft.world.entity.ai.navigation.PathNavigation.canCutCorner
     1000000    0.00%        1  net.minecraft.world.entity.ai.navigation.WaterBoundPathNavigation.canUpdatePath
     1000000    0.00%        1  net.minecraft.world.entity.ai.navigation.WallClimberNavigation.tick
     1000000    0.00%        1  net.minecraft.world.entity.animal.Squid$SquidRandomMovementGoal.canUse
     1000000    0.00%        1  MemAllocator::Allocation::notify_allocation_jfr_sampler
     1000000    0.00%        1  MemAllocator::Allocation::notify_allocation_jvmti_sampler
     1000000    0.00%        1  net.minecraft.world.entity.animal.Squid.getMovementEmission
     1000000    0.00%        1  net.minecraft.world.entity.ai.navigation.PathNavigation.resetStuckTimeout
     1000000    0.00%        1  MemBarAcquireNode::Opcode
     1000000    0.00%        1  MemNode::Ideal_common
