--- Execution profile ---
Total samples       : 230007

          ns  percent  samples  top
     1004404    0.00%        1  TypeNarrowOop::make_same_narrowptr
     1004384    0.00%        1  java.util.stream.Streams$ConcatSpliterator.forEachRemaining
     1004374    0.00%        1  sun.security.ssl.HKDF.expand
     1004364    0.00%        1  LinearScan::add_register_hints
     1004354    0.00%        1  java.util.TimSort.minRunLength
     1004344    0.00%        1  net.minecraft.world.level.pathfinder.NodeEvaluator.getTargetNodeAt
     1004333    0.00%        1  com.sun.jmx.mbeanserver.Repository.retrieve
     1004314    0.00%        1  TypeInstPtr::is_same_java_type_as_helper
     1004283    0.00%        1  TypeAry::ary_must_be_exact
     1004263    0.00%        1  LoadUBNode::Opcode
     1004254    0.00%        1  net.minecraft.world.level.pathfinder.SwimNodeEvaluator.prepare
     1004203    0.00%        1  ClassFileParser::parse_method
     1004184    0.00%        1  net.minecraft.core.GlobalPos.<init>
     1004153    0.00%        1  net.minecraft.world.entity.Mob.dropFromLootTable
     1004143    0.00%        1  net.minecraft.world.entity.LivingEntity.getBukkitLivingEntity
     1004133    0.00%        1  net.minecraft.world.entity.animal.Rabbit.customServerAiStep
     1004102    0.00%        1  ciEnv::get_klass_by_name_impl
     1004033    0.00%        1  net.minecraft.world.entity.ai.behavior.MoveToTargetSink.reachedTarget
     1004032    0.00%        1  net.minecraft.world.level.border.WorldBorder.setDamagePerBlock
     1004032    0.00%        1  net.minecraft.world.level.block.BellBlock.getCollisionShape
     1004022    0.00%        1  jmpDirNode::oper_input_base
     1003963    0.00%        1  net.minecraft.world.entity.animal.Bee$BeeBecomeAngryTargetGoal.canUse
     1003953    0.00%        1  Parse::do_checkcast
     1003943    0.00%        1  org.bukkit.craftbukkit.CraftWorld.getBlockAt
     1003933    0.00%        1  java.util.EnumMap$EntryIterator.<init>
     1003932    0.00%        1  net.minecraft.world.entity.animal.Rabbit$RaidGardenGoal.canUse
     1003923    0.00%        1  com.google.common.collect.ImmutableBiMap.of
     1003883    0.00%        1  net.minecraft.world.entity.ai.behavior.PoiCompetitorScan.lambda$create$1
     1003873    0.00%        1  InstanceKlass::method_at_itable_or_null
     1003862    0.00%        1  testP_regNode::rule
     1003833    0.00%        1  net.minecraft.world.entity.ai.behavior.ShowTradesToPlayer.tick
     1003793    0.00%        1  ClassFileParser::parse_fields
     1003793    0.00%        1  net.minecraft.world.level.levelgen.Heightmap.getIndex
     1003772    0.00%        1  net.minecraft.world.entity.ai.goal.TemptGoal.shouldFollow
     1003753    0.00%        1  net.minecraft.world.entity.LivingEntity$$Lambda.0x00007f4755a921b8.apply
     1003753    0.00%        1  net.minecraft.world.entity.ai.behavior.SetWalkTargetFromAttackTargetIfTargetOutOfReach$$Lambda.0x00007f4755aa6ae0.trigger
     1003723    0.00%        1  net.minecraft.world.entity.animal.AbstractCow.playStepSound
     1003713    0.00%        1  loadRangeNode::memory_operand
     1003673    0.00%        1  net.minecraft.world.entity.ai.util.RandomPos.generateRandomDirectionWithinRadians
     1003662    0.00%        1  it.unimi.dsi.fastutil.longs.Long2LongOpenHashMap$MapIterator.shiftKeys
     1003662    0.00%        1  net.minecraft.world.entity.Mob.setLeftHanded
     1003653    0.00%        1  ArenaBitMap::ArenaBitMap
     1003613    0.00%        1  io.papermc.paper.event.entity.EntityKnockbackEvent.<init>
     1003613    0.00%        1  addI_rReg_immNode::rule
     1003610    0.00%        1  net.minecraft.world.inventory.TransientCraftingContainer.getItem
     1003582    0.00%        1  net.minecraft.world.entity.animal.Rabbit.aiStep
     1003572    0.00%        1  net.minecraft.world.entity.animal.Fox$FoxLookAtPlayerGoal.canUse
     1003532    0.00%        1  net.minecraft.world.entity.ai.behavior.VillageBoundRandomStroll.lambda$create$3
     1003532    0.00%        1  net.minecraft.world.entity.ai.behavior.GoToPotentialJobSite.lambda$checkExtraStartConditions$0
     1003512    0.00%        1  net.minecraft.world.level.material.FluidState.getTags
     1003502    0.00%        1  TypeOopPtr::klass
     1003501    0.00%        1  net.minecraft.world.entity.ai.util.DefaultRandomPos.getPosAway
     1003492    0.00%        1  it.unimi.dsi.fastutil.ints.Int2ObjectFunction.apply
     1003482    0.00%        1  net.minecraft.server.level.ChunkMap.getPoiManager
     1003463    0.00%        1  net.minecraft.world.entity.animal.horse.AbstractHorse.onClimbable
     1003452    0.00%        1  TypeFunc::hash
     1003451    0.00%        1  ciMethod::load_code
     1003432    0.00%        1  net.minecraft.world.level.Level.isMoonVisible
     1003431    0.00%        1  SafePointNode::size_of
     1003402    0.00%        1  net.minecraft.world.entity.animal.goat.Goat.getBrain
     1003391    0.00%        1  net.minecraft.world.level.block.entity.SculkSensorBlockEntity$VibrationUser.getPositionSource
     1003371    0.00%        1  net.minecraft.world.entity.LivingEntity.getLastHurtByMobTimestamp
     1003362    0.00%        1  net.minecraft.world.level.pathfinder.Path.getNextEntityPos
     1003342    0.00%        1  ciTypeFlow::JsrSet::apply_control
     1003332    0.00%        1  io.papermc.paper.pewpew.AsyncSensorService$PendingTask.<init>
     1003332    0.00%        1  net.minecraft.world.entity.animal.axolotl.Axolotl.getMaxAirSupply
     1003301    0.00%        1  java.time.Clock$SystemClock.instant
     1003292    0.00%        1  net.minecraft.world.entity.ai.behavior.RandomStroll.getTargetSwimPos
     1003282    0.00%        1  net.minecraft.world.entity.monster.Zombie.setCanBreakDoors
     1003272    0.00%        1  org.bukkit.event.entity.EntityTargetEvent.getHandlers
     1003242    0.00%        1  net.minecraft.world.level.block.state.BlockBehaviour$BlockStateBase.updateNeighbourShapes
     1003241    0.00%        1  net.minecraft.world.entity.ai.behavior.GoToPotentialJobSite.checkExtraStartConditions
     1003241    0.00%        1  net.minecraft.world.entity.ai.sensing.AdultSensor$$Lambda.0x00007f4755a3d9d8.accept
     1003213    0.00%        1  net.minecraft.world.entity.Entity.snapTo
     1003191    0.00%        1  ca.spottedleaf.concurrentutil.executor.thread.PrioritisedQueueExecutorThread.notifyTasks
     1003182    0.00%        1  java.util.stream.SliceOps$1.<init>
     1003181    0.00%        1  net.minecraft.world.entity.EntitySelector$$Lambda.0x00007f4755a16000.test
     1003181    0.00%        1  net.minecraft.world.level.pathfinder.AmphibiousNodeEvaluator.done
     1003172    0.00%        1  com.sun.crypto.provider.AESCrypt.implEncryptBlock
     1003161    0.00%        1  net.minecraft.world.entity.ai.goal.RandomLookAroundGoal.start
     1003161    0.00%        1  net.minecraft.world.entity.animal.Fox$PerchAndSearchGoal.canUse
     1003152    0.00%        1  java.util.stream.Streams$AbstractStreamBuilderImpl.characteristics
     1003122    0.00%        1  InstanceMirrorKlass::oop_size
     1003121    0.00%        1  net.minecraft.world.level.block.state.properties.BooleanProperty.moonrise$getIdFor
     1003112    0.00%        1  net.minecraft.world.entity.Leashable.isLeashed
     1003111    0.00%        1  net.minecraft.world.level.ChunkPos.getChessboardDistance
     1003101    0.00%        1  net.minecraft.world.entity.item.ItemEntity.lambda$mergeWithNeighbours$0
     1003081    0.00%        1  java.util.Collections.unmodifiableSet
     1003072    0.00%        1  SystemDictionary::resolve_or_fail
     1003072    0.00%        1  net.minecraft.world.entity.Entity.stopRiding
     1003071    0.00%        1  net.minecraft.world.entity.animal.Bee.wantsToEnterHive
     1003071    0.00%        1  NullCheckEliminator::visit
     1003071    0.00%        1  ciMethod::argument_profiled_type
     1003061    0.00%        1  PhiNode::is_cmove_id
     1003061    0.00%        1  java.lang.Math.scalb
     1003061    0.00%        1  net.minecraft.world.entity.ai.behavior.InteractWithDoor.rememberDoorToClose
     1003051    0.00%        1  CountedLoopNode::is_canonical_loop_entry
     1003051    0.00%        1  Bytecode_invoke::static_target
     1003032    0.00%        1  TypeKlassPtr::klass
     1003031    0.00%        1  net.minecraft.world.entity.animal.Rabbit.canSpawnSprintParticle
     1003031    0.00%        1  net.minecraft.world.level.block.Blocks$$Lambda.0x00007f4754546630.test
     1003031    0.00%        1  it.unimi.dsi.fastutil.doubles.Double2ObjectRBTreeMap.containsKey
     1003031    0.00%        1  net.minecraft.world.entity.LivingEntity.getStingerCount
     1003021    0.00%        1  io.papermc.paper.registry.PaperRegistries.getEntry
     1003012    0.00%        1  ca.spottedleaf.moonrise.paper.util.BaseChunkSystemHooks.getViewDistance
     1003011    0.00%        1  net.minecraft.world.entity.Mob.jumpInLiquid
     1003011    0.00%        1  java.util.stream.Stream.of
     1002971    0.00%        1  io.papermc.paper.pewpew.WorldTickCoordinator.drainCommits
     1002961    0.00%        1  TypeArrayKlass::array_klass_or_null
     1002961    0.00%        1  ciKlass::is_subclass_of
     1002942    0.00%        1  org.bukkit.craftbukkit.block.CraftBlockState.getBlock
     1002940    0.00%        1  Dependencies::find_unique_concrete_method
     1002931    0.00%        1  io.papermc.paper.pewpew.AsyncSensorService.scheduleNearestPlayers
     1002931    0.00%        1  ca.spottedleaf.moonrise.patches.collisions.CollisionUtil$MergedVoxelCoordinateList.merge
     1002921    0.00%        1  net.minecraft.world.entity.ai.goal.WrappedGoal.equals
     1002900    0.00%        1  me.lucko.spark.paper.lib.protobuf.GeneratedMessageLite$Builder.newMutableInstance
     1002871    0.00%        1  java.util.concurrent.atomic.AtomicLong.compareAndSet
     1002861    0.00%        1  net.minecraft.world.level.block.FarmBlock.isPathfindable
     1002860    0.00%        1  net.minecraft.core.HolderGetter$Provider.lambda$getOrThrow$2
     1002841    0.00%        1  net.minecraft.world.entity.Mob.onPathfindingStart
     1002821    0.00%        1  net.minecraft.world.entity.monster.EnderMan$EndermanLeaveBlockGoal.canUse
     1002821    0.00%        1  it.unimi.dsi.fastutil.objects.Object2ObjectOpenHashMap$ValueSpliterator.forEachRemaining
     1002821    0.00%        1  Assembler::call
     1002820    0.00%        1  andL_rRegNode::ideal_Opcode
     1002811    0.00%        1  java.lang.invoke.LambdaForm$DMH.0x00007f47540a5000.invokeSpecial
     1002810    0.00%        1  java.util.stream.ReduceOps$6.makeSink
     1002801    0.00%        1  loadNKlassNode::emit
     1002791    0.00%        1  net.minecraft.world.entity.monster.EnderMan.customServerAiStep
     1002791    0.00%        1  net.minecraft.world.entity.animal.Fox$StalkPreyGoal.canUse
     1002772    0.00%        1  PredictedCallGenerator::is_inline
     1002771    0.00%        1  net.minecraft.world.entity.ai.behavior.InteractWith$$Lambda.0x00007f4755ad30a0.<init>
     1002761    0.00%        1  Method::is_not_compilable
     1002761    0.00%        1  net.minecraft.server.level.ServerLevel$$Lambda.0x00007f475585f0a0.accept
     1002761    0.00%        1  net.minecraft.world.entity.ai.sensing.PlayerSensor$$Lambda.0x00007f4755a7e570.<init>
     1002761    0.00%        1  net.minecraft.world.entity.animal.Fox$FoxStrollThroughVillageGoal.canUse
     1002761    0.00%        1  SATBMarkQueueSet::enqueue_known_active
     1002761    0.00%        1  io.papermc.paper.event.executor.MethodHandleEventExecutorTemplate.0x00007f47557ea800.execute
     1002740    0.00%        1  net.minecraft.world.entity.raid.Raider.getCurrentRaid
     1002740    0.00%        1  it.unimi.dsi.fastutil.objects.Reference2ReferenceOpenHashMap.get
     1002731    0.00%        1  net.minecraft.world.entity.animal.Fox.setIsInterested
     1002730    0.00%        1  it.unimi.dsi.fastutil.objects.Object2ObjectOpenHashMap$1.iterator
     1002721    0.00%        1  net.minecraft.world.entity.LivingEntity$$Lambda.0x00007f4755a44618.accept
     1002711    0.00%        1  net.minecraft.world.entity.ai.sensing.NearestItemSensor$$Lambda.0x00007f4755a8e680.applyAsDouble
     1002701    0.00%        1  hashkey
     1002700    0.00%        1  immI_1Oper::num_edges
     1002690    0.00%        1  LinearScan::number_instructions
     1002681    0.00%        1  java.util.stream.ReferencePipeline.collect
     1002670    0.00%        1  jdk.internal.access.SharedSecrets.getJavaUtilCollectionAccess
     1002640    0.00%        1  it.unimi.dsi.fastutil.objects.Object2IntAVLTreeMap$TreeIterator.<init>
     1002621    0.00%        1  net.minecraft.world.level.block.BrewingStandBlock$$Lambda.0x00007f4755afd7e0.tick
     1002621    0.00%        1  org.bukkit.event.world.GenericGameEvent.isCancelled
     1002610    0.00%        1  Matcher::find_shared_node
     1002590    0.00%        1  convD2F_reg_regNode::rule
     1002570    0.00%        1  net.minecraft.world.entity.item.ItemEntity.hurtServer
     1002551    0.00%        1  net.minecraft.world.entity.ai.behavior.StopAttackingIfTargetInvalid$$Lambda.0x00007f4755a2fd98.<init>
     1002551    0.00%        1  CompilationPolicy::event
     1002539    0.00%        1  OopMapSet::add_gc_map
     1002511    0.00%        1  net.minecraft.world.entity.ai.control.JumpControl.<init>
     1002510    0.00%        1  sun.security.util.math.intpoly.IntegerPolynomialP256.carryReduce0
     1002501    0.00%        1  SharedRuntime::handle_ic_miss_helper_internal
     1002499    0.00%        1  net.minecraft.world.level.block.FireBlock.getBurnOdds
     1002480    0.00%        1  com.sun.crypto.provider.GHASH.processBlock
     1002480    0.00%        1  InlineTree::ok_to_inline
     1002450    0.00%        1  net.minecraft.world.entity.ai.goal.TemptGoal.isRunning
     1002449    0.00%        1  net.minecraft.world.entity.ai.village.poi.PoiSection.lambda$getRecords$0
     1002440    0.00%        1  net.minecraft.world.entity.ai.behavior.EraseMemoryIf$$Lambda.0x00007f4755aa7200.trigger
     1002439    0.00%        1  net.minecraft.world.effect.MobEffect.addAttributeModifiers
     1002430    0.00%        1  TypeNode::cmp
     1002429    0.00%        1  it.unimi.dsi.fastutil.shorts.Short2ObjectOpenHashMap.put
     1002420    0.00%        1  net.minecraft.world.entity.monster.Drowned$DrownedGoToBeachGoal.isValidTarget
     1002410    0.00%        1  frame::is_interpreted_frame_valid
     1002400    0.00%        1  metaspace::VirtualSpaceList::vslist_class
     1002389    0.00%        1  net.minecraft.world.entity.ai.goal.target.OwnerHurtByTargetGoal.canUse
     1002379    0.00%        1  Method::build_profiling_method_data
     1002349    0.00%        1  MachNode::emit_size
     1002340    0.00%        1  Assembler::shrq
     1002330    0.00%        1  com.google.common.collect.Maps.newEnumMap
     1002329    0.00%        1  net.minecraft.world.phys.Vec3.vectorTo
     1002320    0.00%        1  net.minecraft.world.level.Level.getCurrentDifficultyAt
     1002310    0.00%        1  net.minecraft.world.level.BlockAndTintGetter.getBrightness
     1002301    0.00%        1  net.minecraft.world.entity.DropChances$$Lambda.0x00007f4755b1a318.apply
     1002300    0.00%        1  net.minecraft.network.protocol.game.ClientboundSetEntityDataPacket.<init>
     1002290    0.00%        1  PhaseIdealLoop::register_control
     1002289    0.00%        1  andI_rRegNode::Expand
     1002280    0.00%        1  net.minecraft.world.item.enchantment.Enchantment.isSupportedItem
     1002279    0.00%        1  it.unimi.dsi.fastutil.objects.ObjectLinkedOpenHashSet$SetIterator.ensureIndexKnown
     1002270    0.00%        1  CodeBuffer::verify_section_allocation
     1002260    0.00%        1  net.minecraft.world.entity.animal.Fox$FoxBehaviorGoal.hasShelter
     1002240    0.00%        1  java.lang.Object.clone
     1002240    0.00%        1  net.minecraft.world.entity.ai.util.DefaultRandomPos.lambda$getPosTowards$1
     1002240    0.00%        1  Method::verified_code_entry
     1002229    0.00%        1  it.unimi.dsi.fastutil.objects.Reference2ObjectOpenHashMap$FastEntryIterator.<init>
     1002219    0.00%        1  CompileBroker::collect_statistics
     1002211    0.00%        1  it.unimi.dsi.fastutil.doubles.Double2ObjectRBTreeMap.get
     1002210    0.00%        1  net.minecraft.world.entity.LivingEntity.setLastHurtByMob
     1002201    0.00%        1  ca.spottedleaf.moonrise.patches.chunk_system.scheduling.ChunkHolderManager.removeTicketCounter
     1002200    0.00%        1  net.minecraft.world.entity.InsideBlockEffectType.effect
     1002199    0.00%        1  net.minecraft.world.entity.ai.navigation.PathNavigation.resetStuckTimeout
     1002189    0.00%        1  indOffset8NarrowOper::opcode
     1002189    0.00%        1  java.util.ArrayDeque.inc
     1002180    0.00%        1  MachEpilogNode::emit
     1002159    0.00%        1  com.mojang.datafixers.Products$P4.apply
     1002149    0.00%        1  org.bukkit.craftbukkit.event.CraftEventFactory.handleStatisticsIncrease
     1002149    0.00%        1  net.minecraft.world.entity.npc.Villager.countFoodPointsInInventory
     1002140    0.00%        1  net.minecraft.world.entity.ai.behavior.GoToClosestVillage$$Lambda.0x00007f4755ad2230.<init>
     1002140    0.00%        1  org.mvplugins.multiverse.external.vavr.control.Option.isDefined
     1002139    0.00%        1  net.minecraft.world.entity.ai.util.GoalUtils.mobRestricted
     1002129    0.00%        1  net.minecraft.world.entity.Entity.remove
     1002119    0.00%        1  it.unimi.dsi.fastutil.objects.Object2ObjectOpenHashMap$ValueSpliterator.acceptOnIndex
     1002100    0.00%        1  FormatStringEventLog<256ul>::log
     1002099    0.00%        1  net.minecraft.world.entity.Mob.setZza
     1002091    0.00%        1  RetNode::is_block_proj
     1002090    0.00%        1  com.google.common.collect.ImmutableList.listIterator
     1002090    0.00%        1  net.minecraft.world.scores.Scoreboard.resetAllPlayerScores
     1002089    0.00%        1  net.minecraft.world.entity.ai.behavior.LongJumpToRandomPos$$Lambda.0x00007f4755b24000.applyAsInt
     1002070    0.00%        1  PhaseMacroExpand::replace_input
     1002050    0.00%        1  PhaseIdealLoop::conditional_move
     1002049    0.00%        1  net.minecraft.world.entity.animal.axolotl.Axolotl.canBeSeenAsEnemy
     1002049    0.00%        1  JVMState::JVMState
     1002049    0.00%        1  net.minecraft.world.entity.ai.attributes.AttributeInstance.setDirty
     1002040    0.00%        1  net.minecraft.world.level.pathfinder.Path.<init>
     1002040    0.00%        1  java.util.HashMap$KeySpliterator.tryAdvance
     1002020    0.00%        1  it.unimi.dsi.fastutil.objects.Reference2IntLinkedOpenHashMap.removeInt
     1002019    0.00%        1  ciMethodData::ciMethodData
     1002019    0.00%        1  net.minecraft.world.entity.npc.AbstractVillager.isTrading
     1002018    0.00%        1  compUL_rRegNode::cisc_RegMask
     1001990    0.00%        1  java.time.temporal.ValueRange.getMinimum
     1001990    0.00%        1  net.minecraft.world.entity.TamableAnimal.canAttack
     1001990    0.00%        1  net.minecraft.world.level.block.RedStoneOreBlock.spawnParticles
     1001989    0.00%        1  net.minecraft.server.level.ServerEntityGetter.getNearestPlayer
     1001979    0.00%        1  net.minecraft.world.entity.ai.behavior.InteractWith.lambda$of$3
     1001970    0.00%        1  CmpLNode::Opcode
     1001969    0.00%        1  TypeAry::eq
     1001969    0.00%        1  net.minecraft.server.level.ChunkMap$TrackedEntity.updatePlayers
     1001960    0.00%        1  RetNode::oper_input_base
     1001959    0.00%        1  net.minecraft.world.entity.LivingEntity$$Lambda.0x00007f4755a91c98.apply
     1001959    0.00%        1  State::_sub_Op_CMoveI
     1001950    0.00%        1  net.minecraft.world.entity.animal.Fox$SleepGoal.canSleep
     1001940    0.00%        1  MachNode::ideal_Opcode
     1001929    0.00%        1  Matcher::ReduceOper
     1001889    0.00%        1  net.minecraft.world.entity.animal.Rabbit.getJumpPower
     1001889    0.00%        1  IdealLoopTree::beautify_loops
     1001879    0.00%        1  me.lucko.spark.paper.common.sampler.async.jfr.JfrReader.readSymbols
     1001870    0.00%        1  net.minecraft.world.entity.ai.behavior.InteractWithDoor$$Lambda.0x00007f4755b0b268.<init>
     1001859    0.00%        1  MachOper::reg
     1001859    0.00%        1  java.lang.String.<init>
     1001859    0.00%        1  org.bukkit.craftbukkit.entity.CraftSquid.getHandle
     1001849    0.00%        1  java.util.IdentityHashMap$IdentityHashMapIterator.nextIndex
     1001829    0.00%        1  SharedRuntime::resolve_helper
     1001829    0.00%        1  LIR_Assembler::emit_exception_handler
     1001820    0.00%        1  it.unimi.dsi.fastutil.objects.Object2ObjectOpenHashMap$ValueSpliterator.characteristics
     1001819    0.00%        1  sun.security.provider.certpath.PolicyChecker.processPolicies
     1001819    0.00%        1  net.minecraft.world.entity.ai.behavior.TryFindWater$$Lambda.0x00007f4755a37528.trigger
     1001818    0.00%        1  net.minecraft.world.level.block.state.BlockBehaviour$BlockStateBase.getEntityInsideCollisionShape
     1001810    0.00%        1  static_call_Relocation::unpack_data
     1001809    0.00%        1  com.google.common.collect.SingletonImmutableList.iterator
     1001808    0.00%        1  InstanceKlass::vtable_index_of_interface_method
     1001799    0.00%        1  java.util.LinkedHashMap$LinkedValueIterator.<init>
     1001799    0.00%        1  java.util.stream.AbstractPipeline.sourceStageSpliterator
     1001789    0.00%        1  net.minecraft.world.entity.ai.goal.MeleeAttackGoal.getAttackInterval
     1001789    0.00%        1  LShiftLNode::Ideal
     1001789    0.00%        1  java.util.concurrent.locks.AbstractQueuedSynchronizer.enqueue
     1001779    0.00%        1  it.unimi.dsi.fastutil.doubles.Double2ObjectRBTreeMap.values
     1001778    0.00%        1  java.util.Comparator$$Lambda.0x00007f4754277c80.<init>
     1001770    0.00%        1  net.minecraft.world.entity.animal.horse.AbstractHorse.isImmobile
     1001759    0.00%        1  ca.spottedleaf.moonrise.patches.starlight.light.SWMRNibbleArray.swapUpdatingAndMarkDirty
     1001749    0.00%        1  net.minecraft.world.entity.ai.goal.LookAtPlayerGoal.canContinueToUse
     1001739    0.00%        1  net.minecraft.world.food.FoodData.tick
     1001739    0.00%        1  net.minecraft.world.entity.ai.attributes.AttributeMap$$Lambda.0x00007f4755a192b0.test
     1001738    0.00%        1  net.minecraft.world.entity.player.Player.getAbilities
     1001730    0.00%        1  cmpkey
     1001719    0.00%        1  net.minecraft.world.entity.Mob.getAttackBoundingBox
     1001710    0.00%        1  LIR_Op1::emit_code
     1001699    0.00%        1  net.minecraft.world.entity.EntityType.is
     1001698    0.00%        1  net.minecraft.world.level.pathfinder.AmphibiousNodeEvaluator.getPathType
     1001689    0.00%        1  net.minecraft.world.level.NaturalSpawner$$Lambda.0x00007f47559fc478.accept
     1001679    0.00%        1  net.minecraft.world.entity.ai.behavior.GoToPotentialJobSite.stop
     1001668    0.00%        1  java.util.Collections$UnmodifiableCollection.<init>
     1001659    0.00%        1  net.minecraft.world.entity.animal.Fox.setSitting
     1001648    0.00%        1  indirectOper::base
     1001629    0.00%        1  com.google.common.base.Preconditions.checkArgument
     1001629    0.00%        1  it.unimi.dsi.fastutil.objects.ObjectLinkedOpenHashSet.add
     1001619    0.00%        1  net.minecraft.world.entity.animal.Bee.isNightOrRaining
     1001618    0.00%        1  net.minecraft.world.entity.ai.behavior.RandomStroll$$Lambda.0x00007f4755a37778.trigger
     1001609    0.00%        1  net.minecraft.world.level.pathfinder.AmphibiousNodeEvaluator.getTarget
     1001608    0.00%        1  it.unimi.dsi.fastutil.floats.FloatArraySet.findKey
     1001598    0.00%        1  net.minecraft.core.component.PatchedDataComponentMap.set
     1001598    0.00%        1  net.minecraft.world.entity.ai.goal.FloatGoal.tick
     1001598    0.00%        1  convD2F_reg_memNode::emit
     1001598    0.00%        1  State::_sub_Op_URShiftL
     1001589    0.00%        1  net.minecraft.world.entity.ai.behavior.JumpOnBed.onOrOverBed
     1001589    0.00%        1  indPosIndexScaleOffsetNarrowOper::num_edges
     1001588    0.00%        1  net.minecraft.world.entity.ai.behavior.TradeWithVillager.checkExtraStartConditions
     1001579    0.00%        1  net.minecraft.world.entity.ai.behavior.RandomStroll.lambda$strollFlyOrSwim$8
     1001569    0.00%        1  storeImmCM0_regNode::rule
     1001568    0.00%        1  net.minecraft.server.MinecraftServer.pollTaskInternal
     1001559    0.00%        1  net.minecraft.world.entity.ai.goal.RandomStandGoal.canUse
     1001558    0.00%        1  ThreadLocalAllocBuffer::end_reserve
     1001558    0.00%        1  net.minecraft.world.entity.monster.EnderMan.isSensitiveToWater
     1001548    0.00%        1  OuterStripMinedLoopNode::Opcode
     1001548    0.00%        1  net.minecraft.world.entity.ai.behavior.VillageBoundRandomStroll$$Lambda.0x00007f4755aee518.apply
     1001547    0.00%        1  JVMState::interpreter_frame_size
     1001547    0.00%        1  net.minecraft.world.level.pathfinder.WalkNodeEvaluator.canStartAt
     1001539    0.00%        1  storeImmNKlassNode::emit
     1001539    0.00%        1  net.minecraft.world.level.BlockGetter.addCollisionsAlongTravel
     1001519    0.00%        1  Block::succ_fall_through
     1001518    0.00%        1  net.minecraft.world.entity.ai.behavior.BabyFollowAdult.lambda$create$2
     1001518    0.00%        1  net.minecraft.world.level.NaturalSpawner.canSpawnMobAt
     1001509    0.00%        1  net.minecraft.world.entity.Mob.isWithinMeleeAttackRange
     1001508    0.00%        1  java.util.Formatter$FormatSpecifier.checkFloat
     1001508    0.00%        1  IfTrueNode::always_taken
     1001508    0.00%        1  java.util.Collections$UnmodifiableMap.entrySet
     1001498    0.00%        1  net.minecraft.core.component.DataComponentHolder.getOrDefault
     1001498    0.00%        1  net.minecraft.world.level.block.state.BlockBehaviour$BlockStateBase.entityInside
     1001488    0.00%        1  net.minecraft.world.level.BlockGetter.clipWithInteractionOverride
     1001488    0.00%        1  net.minecraft.world.entity.ai.goal.target.HurtByTargetGoal.alertOthers
     1001488    0.00%        1  net.minecraft.world.level.Level.getMinSectionY
     1001478    0.00%        1  net.minecraft.world.entity.ai.Brain$1$$Lambda.0x00007f4755389278.get
     1001478    0.00%        1  net.minecraft.world.entity.ai.behavior.SetEntityLookTargetSometimes$$Lambda.0x00007f4755a1f738.apply
     1001478    0.00%        1  ca.spottedleaf.moonrise.common.set.OptimizedSmallEnumSet.getBackingSet
     1001478    0.00%        1  net.minecraft.world.entity.ai.goal.WrappedGoal.isRunning
     1001478    0.00%        1  net.minecraft.world.entity.ai.navigation.AmphibiousPathNavigation.getGroundY
     1001478    0.00%        1  HaltNode::hash
     1001469    0.00%        1  ConnectionGraph::add_call_node
     1001469    0.00%        1  ConvI2FNode::Identity
     1001469    0.00%        1  java.util.Spliterators$AbstractSpliterator.estimateSize
     1001468    0.00%        1  java.lang.invoke.MethodHandles$Lookup.getDirectMethodNoSecurityManager
     1001468    0.00%        1  ImmutableOopMapSet::find_slot_for_offset
     1001457    0.00%        1  net.minecraft.world.entity.animal.axolotl.AxolotlAi.initCoreActivity
     1001448    0.00%        1  net.minecraft.world.entity.ai.behavior.InteractWith$$Lambda.0x00007f4755ad3310.apply
     1001448    0.00%        1  it.unimi.dsi.fastutil.objects.Reference2IntLinkedOpenHashMap$MapEntry.setValue
     1001448    0.00%        1  net.minecraft.world.entity.animal.Chicken.aiStep
     1001439    0.00%        1  AddPNode::match_edge
     1001438    0.00%        1  UniverseOper::opcode
     1001438    0.00%        1  net.minecraft.world.entity.animal.Bee$ValidateHiveGoal.canBeeUse
     1001438    0.00%        1  net.minecraft.world.entity.monster.Creeper.getSwellDir
     1001429    0.00%        1  net.minecraft.world.entity.ai.behavior.GiveGiftToHero$$Lambda.0x00007f4755b07b88.test
     1001428    0.00%        1  net.minecraft.world.entity.ai.behavior.AnimalPanic.checkExtraStartConditions
     1001427    0.00%        1  net.minecraft.world.entity.Entity.setSwimming
     1001419    0.00%        1  net.minecraft.world.entity.npc.Villager.hasExcessFood
     1001418    0.00%        1  net.minecraft.world.entity.Entity.moonrise$getSectionZ
     1001418    0.00%        1  ConnectionGraph::optimize_ptr_compare
     1001417    0.00%        1  PhaseCFG::remove_unreachable_blocks
     1001417    0.00%        1  net.minecraft.world.entity.LivingEntity.calculateFallDamage
     1001408    0.00%        1  java.util.ArrayList.remove
     1001408    0.00%        1  ca.spottedleaf.concurrentutil.map.ConcurrentLong2ReferenceChainedHashTable$TableEntry.getNextPlain
     1001408    0.00%        1  TypeOopPtr::filter_helper
     1001399    0.00%        1  net.minecraft.world.entity.Mob.lambda$convertTo$4
     1001398    0.00%        1  net.minecraft.world.entity.Entity.playSwimSound
     1001398    0.00%        1  GrowableArrayWithAllocator<CFGElement*, GrowableArray<CFGElement*> >::expand_to
     1001398    0.00%        1  ca.spottedleaf.moonrise.patches.chunk_system.scheduling.executor.RadiusAwarePrioritisedExecutor$DependencyTree.pushNode
     1001398    0.00%        1  java.util.TreeMap$ValueIterator.<init>
     1001398    0.00%        1  ValueRecorder<_jobject*>::ValueRecorder
